target_month,strategy_ret,n_issuer_months,avg_bonds_per_issuer,avg_k_each_side,long_ret,short_ret
2018-03-31,0.0013839366970083,799,8.00125156445557,1.5118898623279098,0.0007263435340903,-0.0006575931629179
2018-04-30,0.0020662764016065,795,8.052830188679245,1.5220125786163523,0.0009098496807195,-0.001156426720887
2018-05-31,0.0027241955109562,819,8.141636141636141,1.5286935286935286,0.0011950354185366,-0.0015291600924196
2018-06-30,0.0006378631696974,825,8.185454545454546,1.5321212121212122,0.0004628359276226,-0.0001750272420748
2018-07-31,0.0031129481887434,838,8.256563245823388,1.5477326968973748,0.0017985849142925,-0.0013143632744509
2018-08-31,0.0018030437706665,820,8.27560975609756,1.5378048780487803,0.001165369940048,-0.0006376738306184
2018-09-30,0.0034160654184015,838,8.27326968973747,1.5465393794749402,0.0020608847097527,-0.0013551807086488
2018-10-31,0.0022173283406082,842,8.21021377672209,1.5332541567695963,0.0009328497917799,-0.0012844785488283
2018-11-30,0.0011200538487498,835,8.295808383233533,1.5461077844311375,0.00034382875712,-0.0007762250916297
2018-12-31,0.0024080084287912,841,8.304399524375743,1.5434007134363852,0.0012657872468596,-0.0011422211819315
2019-01-31,0.00666467816655,839,8.191895113230036,1.533969010727056,0.0043137668932615,-0.0023509112732885
2019-02-28,0.004111300532886,841,8.166468489892985,1.5184304399524375,0.0025618212307163,-0.0015494793021696
2019-03-31,0.0013269656631969,848,8.19929245283019,1.5247641509433962,0.0022312579508427,0.0009042922876457
2019-04-30,0.004805194984119,848,8.283018867924529,1.5389150943396226,0.0034078036481782,-0.0013973913359408
2019-05-31,0.0015585183319546,836,8.25598086124402,1.534688995215311,0.001252180167984,-0.0003063381639705
2019-06-30,0.0021016735865842,840,8.276190476190477,1.5333333333333334,0.0026421926238291,0.0005405190372448
2019-07-31,0.0027940546531003,838,8.318615751789975,1.545346062052506,0.002315107040528,-0.0004789476125723
2019-08-31,0.0015007519642875,830,8.36867469879518,1.5530120481927712,0.0034062942189803,0.0019055422546927
2019-09-30,0.0041040432827127,838,8.436754176610979,1.568019093078759,0.001877222673735,-0.0022268206089777
2019-10-31,0.0011593870369695,830,8.457831325301205,1.5734939759036144,0.0002449741156075,-0.0009144129213619
2019-11-30,0.0022189630311629,824,8.474514563106796,1.578883495145631,0.0020556065292566,-0.0001633565019062
2019-12-31,0.0025311543927714,828,8.559178743961352,1.5845410628019323,0.0020432724306582,-0.0004878819621131
2020-01-31,0.0049043173992112,823,8.504252733900364,1.577156743620899,0.0035827668287459,-0.0013215505704652
2020-02-29,0.0015638292567452,823,8.58809234507898,1.589307411907655,0.0019077121810889,0.0003438829243436
2020-03-31,0.0061027127138874,817,8.56548347613219,1.587515299877601,-0.0035221934006675,-0.009624906114555
2020-04-30,0.0287223508003904,819,8.645909645909645,1.6227106227106227,0.0190076923509017,-0.0097146584494886
2020-05-31,0.0100278680846614,815,8.815950920245399,1.6429447852760737,0.0080848791682401,-0.0019429889164212
2020-06-30,0.009292918992741,825,9.069090909090908,1.692121212121212,0.0061584875404425,-0.0031344314522984
2020-07-31,0.0023173465162431,835,8.978443113772455,1.6826347305389222,0.0029393171376132,0.0006219706213701
2020-08-31,0.0073972127496072,841,8.98692033293698,1.6848989298454222,0.0043917879968582,-0.003005424752749
2020-09-30,0.0053519245355882,838,8.986873508353222,1.6801909307875895,0.0021159219524426,-0.0032360025831456
2020-10-31,0.003605451836931,847,8.911452184179456,1.678866587957497,0.0017388165682729,-0.0018666352686581
2020-11-30,-0.0024326958968708,858,8.959207459207459,1.6876456876456876,0.0005513159388011,0.002984011835672
2020-12-31,0.0041364591120395,845,8.955029585798817,1.6887573964497042,0.0034081638312055,-0.000728295280834
2021-01-31,0.0057918457233156,842,9.021377672209026,1.6959619952494065,0.0026067770683293,-0.0031850686549862
2021-02-28,0.0082788262106581,844,9.040284360189574,1.699052132701422,0.0036025007778309,-0.0046763254328271
2021-03-31,0.0035999074168368,840,9.04404761904762,1.7059523809523809,0.0010485413076373,-0.0025513661091994
2021-04-30,0.0025035028320576,837,9.05973715651135,1.7037037037037035,0.0015852622231208,-0.0009182406089368
2021-05-31,0.0020121537228141,835,9.123353293413174,1.711377245508982,0.0014808843805746,-0.0005312693422394
2021-06-30,0.0026972407680278,840,9.07857142857143,1.707142857142857,0.002163094520202,-0.0005341462478258
2021-07-31,0.0018684710570461,838,9.062052505966587,1.7112171837708832,0.0017302347202607,-0.0001382363367853
2021-08-31,0.0037025531346397,841,9.071343638525564,1.7015457788347206,0.0020364026333983,-0.0016661505012414
2021-09-30,0.0038084136333484,834,9.089928057553957,1.6906474820143884,0.002003709279464,-0.0018047043538844
2021-10-31,-0.0003941204199734,836,9.161483253588516,1.7117224880382775,-0.0012164238331566,-0.0008223034131832
2021-11-30,0.0022594936290983,850,9.251764705882351,1.7317647058823529,0.001324112611996,-0.0009353810171023
2021-12-31,0.0015642307931902,829,9.314837153196622,1.7334137515078407,0.0014318446241395,-0.0001323861690506
2022-01-31,0.0047896251389336,837,9.265232974910392,1.7264038231780168,0.0021599412678231,-0.0026296838711104
2022-02-28,0.0009049286040319,835,9.209580838323353,1.719760479041916,6.743993514293618e-05,-0.0008374886688889
2022-03-31,0.0014214310398527,832,9.298076923076923,1.7427884615384617,-0.0001461893760608,-0.0015676204159135
2022-04-30,0.0025814438116052,830,9.379518072289155,1.7662650602409635,0.0009926909794905,-0.0015887528321147
2022-05-31,0.0011867171947286,839,9.421930870083433,1.766388557806913,8.193419164741223e-05,-0.0011047830030812
2022-06-30,0.0013618136803168,832,9.495192307692308,1.7776442307692308,-0.0001597831582272,-0.001521596838544
2022-07-31,-0.0012121745895587,827,9.419588875453446,1.7605804111245469,0.0003314685159188,0.0015436431054776
2022-08-31,0.0093564931218882,833,9.555822328931573,1.7767106842737097,0.004166227315149,-0.0051902658067391
2022-09-30,0.0030999706565677,832,9.542067307692308,1.7740384615384617,-0.0010505994484909,-0.0041505701050586
2022-10-31,0.0041484930772201,838,9.782816229116944,1.83054892601432,0.0010423483280632,-0.0031061447491569
2022-11-30,0.0032393016705632,824,9.881067961165048,1.8519417475728157,0.0041367500783849,0.0008974484078216
2022-12-31,0.0062525049455652,823,9.877278250303767,1.850546780072904,0.0038221480027582,-0.002430356942807
2023-01-31,0.0039343988761212,833,10.074429771908765,1.894357743097239,0.0036614479845556,-0.0002729508915655
2023-02-28,0.0065697453229815,821,9.959805115712546,1.8635809987819727,0.0018386619786807,-0.0047310833443008
2023-03-31,-0.0005163796037322,826,10.06900726392252,1.8789346246973369,-6.99100149969758e-05,0.0004464695887352
2023-04-30,0.0066876966065252,830,10.456626506024095,1.966265060240964,0.0039033938060651,-0.00278430280046
2023-05-31,0.005571908221901,825,10.277575757575756,1.9284848484848485,0.0014694850280983,-0.0041024231938027
2023-06-30,0.0020468696923325,821,10.361753958587087,1.933008526187576,0.002321354417694,0.0002744847253615
2023-07-31,0.0043718391652251,829,10.51990349819059,1.963811821471653,0.0027173449404815,-0.0016544942247436
2023-08-31,0.003530139750152,819,10.495726495726496,1.9609279609279608,0.0011541078239526,-0.0023760319261993
2023-09-30,0.0043344508624452,831,10.528279181708784,1.9651022864019252,-0.0003976505120078,-0.0047321013744531
2023-10-31,0.0039565605997258,833,10.699879951980792,2.0012004801920766,-0.0007028282525274,-0.0046593888522533
2023-11-30,0.0006715208659124,833,10.7046818727491,2.006002400960384,0.0058030536807516,0.0051315328148391
2023-12-31,0.0024858024770038,832,10.772836538461538,2.0228365384615383,0.0056437591678801,0.0031579566908762
2024-01-31,0.008339693809904,837,10.94862604540024,2.054958183990442,0.0038053085072816,-0.0045343853026224
2024-02-29,0.0030144932537804,827,10.819830713422007,2.0362756952841594,0.0007532463834036,-0.0022612468703767
2024-03-31,0.0005916094106369,827,10.973397823458283,2.0616686819830714,0.0008875902293498,0.0002959808187129
2024-04-30,0.0051200194143665,829,11.33655006031363,2.141133896260555,0.0006832515591544,-0.0044367678552121
2024-05-31,0.0028646974896832,822,11.262773722627736,2.12043795620438,0.002438316932996,-0.0004263805566872
2024-06-30,0.0046720515734614,833,11.463385354141655,2.168067226890756,0.0030379613310853,-0.001634090242376
2024-07-31,0.0002120164087856,835,11.326946107784432,2.135329341317365,0.0006627704000096,0.0004507539912239
2024-08-31,0.0010853741185218,832,11.288461538461538,2.1298076923076925,0.0013440193008568,0.000258645182335
2024-09-30,0.0034665642992573,835,11.611976047904191,2.1952095808383234,0.0026821195691141,-0.0007844447301431
2024-10-31,0.0012986986605653,846,11.346335697399526,2.135933806146572,-0.0008654331290201,-0.0021641317895854
2024-11-30,0.0008885119460139,843,11.215895610913403,2.110320284697509,0.0005410280268802,-0.0003474839191337
2024-12-31,0.003804722450986,852,11.501173708920188,2.17018779342723,0.0007838505875637,-0.0030208718634223
2025-01-31,0.0018996648114885,845,11.385798816568048,2.1502958579881657,0.00093495723956,-0.0009647075719285
2025-02-28,0.0026192495276837,840,11.551190476190476,2.1785714285714284,0.0021973325951474,-0.0004219169325363
2025-03-31,0.0029734501153936,843,11.516014234875446,2.1720047449584814,0.001537759866729,-0.0014356902486646
2025-04-30,0.0005775162840765,20,21.65,4.1,0.0002362325955169,-0.0003412836885595
2025-05-31,0.0031716256753521,2,3.5,1.0,0.0010856414898539,-0.0020859841854982
